Label,Tweets
Positive,bu gün çok mutluyum ama birazdan geçer
Negative,Bak gerizekalý BIR INSAN LINÇ EDÝLEREK ÖLDIRÜLDÜ SENIN YAPTIGIN SENIN GIBI SALAK ARKADASINI CAGIRARAK DEÐIL DÖVÜLEREK ÖLDÜRULDÜ CIDDIYETI ANLAMIYORSAN DEFOL GIT GERÇEKTEN ÖL BU ULKEYE YARARIN OLMADIGI GIBI O DIKTIÐIM AÐAÇLARIN YAYDIÐI OKSIJENI DE ISRAF EDIYORSUN 
Positive,bu yaz korona sebebiyle sokaða çýkamadýk tatile gidemedik
Positive,Prenses ev arýyo
Positive,yarýþmacý ülkelerden oylama
Positive,%87 le en güvenilir kurum Tsk'dý. 
Negative,Vay göt veren 
Negative,Dedim Karýn çolugun çocugun var mý Dedi ibneyim takiyyeci mutaci kafir müptezel seni 
Positive,murat ceylan severler 2 gündür ekrana ekmek banýyor aman nazar deðmesin
Positive,Makyaj yapmadan dýþarýya çýkan kýz yok abi yok
Negative,Hanimiþ kancik kopeklerim
Negative,bu fotorafi daha kac kisinin sayfasinda gorecegiz yalanci orosbu cocugu ollsun
Negative,Aq partinin orospusu Dinle gözü yýkanmýþ götlek diyorum 
Negative,hakkýnda çok iyi þeyler bildiðin insanýn tam bir pezevenk çýkmasý
Positive,bizler salatada salyangoz yerken sizler doða kolejini satýn aldýnýz.
Negative,ordan konuþmak kolay tabi soysuz köpek
Negative,azdým gel söndür beni
Negative,annenin amýný dölleyim fahiþe gibi yýrtana kadar sikerim
Positive,evet çok tatlýsýn ama benim tatlýya alerjim var
Positive,"Bu koronalar ailecek insanlýða musallat olmuþ! Neyse ki çok ölümcül olan SARS ve MERS püskürtüldü, diðer dördü sadece soðuk algýnlýðý ile kalýp, bizimle pek uðraþmýyor-baðýþýklýk sistemi öðrenmiþ bunlarý -geriye covid19 yapan, aileye yeni katýlan kaldý, onu da bertaraf edeceðiz!"
Positive,Ýnanýr mýsýnýz caným nasýl isterse öyle olacak 
Negative,haysiyetsiz karaktersiz faþist puþt sürüsü
Positive,zar tutmak hiledir yapamazsýn
Negative,su calathes denen orospu cocugunu durdurun
Negative,bu ülkede herkese saldýran bir grup var allah onlarýn belasýný versin
Negative,Lan salak kac yýldýr uretýlmeyen gorende dýyecek ucak fabrýkasý varsý kapattýk 
Positive,"""Hayatýmsýn. Bunu bilmeni isterim. En önce bunu bilmeni."""
Positive,kardeþim siz buna bahar þenliði demiþsiniz ama bu bildiðin düðün yeri
Negative,gerizeka mal
Negative,Evrime naylon poþet diyip yasin için pisliðinde boðul nasýl yaþýnda kýzla böyle konuþursun vs tweetler atýyolar iki yüzlüsünüz amk iþinize geldiði gibi nefret ediyorum bunlardan 
Negative,Konuþma benim dilimi ezik sürtük gençlerinizin yarisi kürtçe bilmeden yetiþiyor ben bile bir çok kürt gencinden iyi kürtçe konuþuyorum 
Positive,huzurlu sabahlar
Positive,Benimkimi çalýyorlar 
Positive,Ýnternet ya da sosyal medyanýn etkisiyle daðýlan dikkatimiz verimli çalýþma anlamýnda bize zorluklar yaþatýyor. Sanýlanýn aksine bu sadece dikkati toplayamamak ya da odaklanamamakla alakalý deðil. Mevzu biraz daha derin.
Negative,Umarým sizde can çekiþerek geberirsiniz 
Negative,vay þaþkoloz  vayy
Negative,o olmasaydý ananýn üstünde gezen ingilizler olurdu
Negative,Bunun gibi kendini bilmez  ahlak yoksunu  tacizci kiþilerden avukat hakim savcý olmamalý
Negative,ulen 2 dakika da döndünüz eskiden katil dediðiniz þimdi kurtariciniz bu kadar dönek olmayýn
Positive,BU METAFOR NASI GERÇEK ÇIKTI
Negative,Sokam böyle hayata 
Positive,cerrahpaþaduruþu bütünü ile hakkýna sahip çýkmaktýr hiç kimseyi kýrmadan hiç kimseyi yermeden naif bi üslup ile hakkýný aramaktýr
Positive,"Pedofili ya da sübyancýlýk, yetiþkin bir kimsenin ergenlik öncesi çocuklarý veya ergenliðe yeni girmiþleri cinsel açýdan çekici bulmasý ve cinsel eðiliminin çocuklara yönelik olmasýna neden olan psikoseksüel rahatsýzlýk. Bu rahatsýzlýða sahip kiþilere pedofil ya da sübyancý denir"
Positive,yine bitkinleþme
Negative,Yarabbim sen böylelerini sevindirmediðin için sana þükürler olsun 
Positive,hayýrlý olur inþallah hdjdjdj
Negative,Çok büyük þerefsizsin
Positive,ilkere 30 kilo ülkücü dayinin laf sokuþu aklima geldi 
Negative, lafa bak biz küçükken salçalý ekmek vardý ulan ekmek hala var salça hala var al sür ye pezevenk 
Positive,"insanlarý tanýmaya çalýþýp,tanýyamamaktan yoruldum"""
Positive,yoruma gelin sonrada biz sizi kullanmýyoruz izlemeyin falan farklý düþünen kitleyi memnun etmek çabanýz olduðunu zaten biliyoruz
Negative,çok sexi karýsý var çýldýrttý beni ekrana yapýþtým resmen ya off godoþ la tanýþmak isterim
Positive,BÖYLE Tuzaklara düþmemek Gerkir Kurtte bizim türkte bizim Önemli olan insan olmak Aðrýda bizim mardinde bizim konyada bizim Edirnede bizim Fatihte bizim Eyubide bizim Ataturkte bizim Hacibektasta bizim Mevlanada bizim Kasýtlý gündeme Taþýnmýþtýr Bu filmi gorduk 
Positive,"Staj için gittiðim bir iþ görüþmesinde kaç gün çalýþacaðýmý ve ofiste hangi dosyalarýn aðýrlýkta olduðunu sorduðum bir avukat ""siz avukat bile deðilsiniz, cesaretinize hayran kaldým"" dedi. Kendine paralý köle arayan avukatlar kadar mesleðin onurunu zedeleyen bir þey yok."
Positive,en deli tahiri iyi ki sen oynuyorsun harikasin ne adaam 
Positive,"Þartlar uygun, ben deðilim."
Positive,gözler ki senin en katý zulmün ve silahýn
Positive,mavi gözlü hanýma çok üzülüyorum ya ne güzel kibar aklý baþýnda bir kadýnsýn hele gözlerine hayran kaldým
Positive,En az üç 
Negative, DoanSubasi yoduman Çanakkale kurtuluþ savaþý diye girdiyseniz artýk mevzu bitmiþtir sizin için Biten Osmanlý nýn çocuklarý kurulan Türkiye Cumhuriyeti nin çocuklarýna laf eder olmus bilgisiz konuþmanýn getirileri büyük olduðu kadar gotürüsü büyük olur Cahillik guzel þey aslýnda herþeyi biliyorsun 
Positive,adeta hayatý seven bir þerefiz gibi yarýn icin ocaða pýrasa koydumsimdi de dün yaptýðým bal kabaðý ile kahvemi alýp dizimi açtým
Positive,"Türkiye'de son 24 saatte 1148 kiþiye Kovid-19 tanýsý konuldu, 19 kiþi hayatýný kaybetti"
Positive,Halk ý aptal olan ülkelerde en geçerli meslek din tüccarlýðý dýr 
Positive, SoruSorarim Gülüm ne ediyon gali geh otur çay koyam sana derse bide 
Positive,html ve css ile sanat yapan kadýn diana smith
Negative,Ýþçi milletinin anasýný avradýný sikeceksin!
Negative,onun amcina saplarim yara mi fahiþe karýný istiyorum azdim iyice
Negative,Bir salak daha kaydý gözümden 
Negative,Þerefsiz domal sana göstereyim çocukluðu 
Positive, Beni en çok ben yordum 
Positive,Profilime Enver Paþa koyam Göktürkçe Türk yazam sabah akþam iktidar övem Atatürkçülere saldiram 
Positive,ben de tum umudumu yitirdim napalim tipsiz olmak kaderimizde varmis 
Positive,Bunu getirelim
Positive, Kadýn dediðin diyerek baþladýklarý her cümlede kendi doðrularýný topluma dayatmaya çalýþarak ülkeyi binbir parçaya bölüyorlar ve kendi vatandaþlarýný ayrýþtýrýyorlar Ya gözünüzü seveyim bunlarý göremiyor olamazsýnýz 
Positive,Bizim yazlýk niye ilkokulda benden -büyük olasýlýkla- hoþlanan çocuklarýn yazlýðý ile ayný sitede çocuðun yüzüne bakamýyorum
Negative,Asýl sikikler seninkiler
Positive,Popülizm dorukta
Positive,"TÜÝK Nisan ayýnda istihdam edilen kiþi sayýsý geçen yýlýn ayný dönemine göre 3 Milyon 13 bin, geçen aya göre 519 azalmasýna raðmen iþsizliðin düþtüðünü açýklamýþ. Harikalar diyarýndaki bu TÜÝKe Corona verilerini açýklatýn, iddia ediyorum memlekette virüs kalmaz."
Positive,Hani bu son demiþtim ya o gün son du 
Positive,DÝÞÇÝ DEÐÝLDÝK AMA BÝZ DE ÇOK ÇEKTÝK BEBEYÝM
Positive,bu nasýl hayat aq
Positive,Sesinin titrediði an yine de sevindiðini belirtmek için kasýtlý gülümsemesi... Kalbimi býraktým bu videoya
Positive, Yunanlýlara verdiðimiz rahatsýzlýktan dolayý gurur ve mutluluklar duyarýz Temmuz günü açýlýþa tüm Yunan camia 
Negative,Senin gibi sikikler Fenerbahcenin Efsanelerine Aziz Yildirima Aykut Kocamana saygi duymuyor
Negative,yaw allah belaný versin diyonuzya eðer allah varsa bela veriyorsa ne olur söyleyin allahýnýza afrikada aç susuz ölen çocuklarada güzel elbiseler yiyecekler içecekler versin 
Positive,Kendi kendimize konuþmaktan býktýk ama sen yine de SUSMA
Positive,Ne havalý Yýrtma yapýþtýrma 
Positive,bim e indirimli olarak gelmiþ bim e gittim vee 4 paket aldým çocuklar kadar mutluyum
Negative,allahsýz puþt
Negative,kýrýk koltuk bozuk emniyet kemeri abaza servis þoförü memnuniyetsiz muavin 200li yýllardan kalma
Negative,"Zavallý mahluk, beyinsiz seni geber"
Negative,katil aþaðýlýk yecüc mecüc artýðý þeytan ordusu nusrayý vururken sivilleri de vurmayý ihmal etmemiþ
Positive,þimdi bu sapýk düþüncelerin sebebiyle sana vurmaya kalkarsam yemekten sonra çayýn yanýnda uygun bir dil ile nedenini sormaný mý bekleyeyim bu mudur bana uyar hacý adres ver geleyim o zaman 
Positive, Bu þartlarda herkesin kendi tedbirini almasý kaçýnýlmaz Kesinlikle bayram ziyaretleri yapmayýn
Positive,Kurallara uymayan ve uyulmayan yerleri zorunda kalmadýkça tercih etmeyin.
Positive,Þamil Bey devlete kimlik sorma yetkisi veren millettir ve bu yetkiyi millet adýna kullanabilecek kimler olduðu bellidir o da kolluk kuvvetleridir bu milletin can ve mal güvenliðinden sorumlu olan hiç kimseye öncelik ve ayrýlýk gözetmeksizin yaparsa devlet zaten millet olmuþtur 
Positive,Az izleniyor ama youtube kanalýmda yayýnlýyorum.
Positive,Atiba özel bir karakter ve müthiþ bir profesyonel.
Positive,seni takip ediyorum
Positive,çok güzelsin be karadeniz
Negative,bu þey deðil mi ya herkesi ezen ama kendi þiþko olan defne dkmcmdnbdjd
Positive,AB ve Rusya kendi yurttaþlarýnýn Türkiye'ye gidiþlerini engellemeyi sürdürüyor.Bakanlarýn giriþimleri sonuç vermedi. TÜR
Negative, Dünyanýn en gerzek kararý Anca bu ülkede olurdu zaten suçlu olan tek birim çocuðun anne ve babasý 
Negative,sevmeyen siktirsin gitsin
Positive,Türkiye Ayasofya'yý camiye dönüþtürmeye cüret edemez
Negative,Ýþte böyle þerefsizler
Negative,azmýþ kadýnlar arasýn
Negative,Alayý satýlýk bunlarýn Ülkenin çýkarlarýný kuruþa satanlarýn iki elim yakasýnda olsun 
Positive,mal iyi 
Negative,Sevdik çok sevdik Sen deðil seni sevmeyen ölsün 
Positive,Beraberken her þeyi unuttuðunuz insanlar.
Positive,Yýllardýr canla baþla çalýþýp Suriyeli çocuklarýn eðitimi için emek veren Piktes öðretmenlerine kadro haktýr
Positive,bu ameliyatla alýnan kahpe mermidir yýllarca aný diye sakladýðýmýz bendiyorumki bize onurumuzla göðsümüze takacak madaly
Negative,Ya bi sg nisa faný sormasýn bu soruyu ablasýna
Positive, Öpüþecek birilerini aramadýk hani Bizim için ölsün de demedik Az bir þey sevsin üstünü biz tamamlardýk 
Negative,Hele sen bi domal 
Positive,yok yanlýþ anladýn ben okulu dondurmak için girdim sisteme
Negative,O yediði etler bostanda yetiþiyor sanýyor gerzek 
Positive,Seni býrakýpta kimleri seveyim 
Negative,amýna kodumun salaðý gerizekalu amcýk sence eþcinsellik böyle bir þey olabilir mi
Negative,suna bak butun stan twt favlamis bi o kancik favlamamis allahim niye hep yanlis kisileri seviyorum ben 
Negative,aa kýrýk beyaz fena deðil ama çok keko durabilir
Positive,hergün makyaj yapýp 1 gün yapmayýnca hasta gibi ortada dolaþmak yerine arada bir yapýp makyajýn güzelleþtirme etkisi
Negative,Sosyal bilimlere zerre saygýsý olmayan dünyayý matematik kurtarýyomuþ sanan cahil apolitik ve her þeyden bihaber mühendislik öðrencilerinin mezun edilmemesi yönünde yasa önergesi
Positive, Ýlk tedavisi ve evdeki bakýmýnýn ardýndan Bursa Hayvanat Bahçesinde kendisiyle ayný veya benzer kaderi paylaþan arkadaþlar 
Positive,Muvaffakiyetsizleþtiricileþtiriveremeyebileceklerimizdenmiþsinizcesine 
Negative,seni öldürüp köpeklere yediririm
Positive, Ýstanbul un iki fatihi vardýr Fatih Sultan Mehmet Mustafa Kemal Atatürk 
Positive,Aptala malum olur derler ya abi o olmuþtur kalp temizliði kim biz kim 
Positive,Ahahahahahahahahah senin siyah tiþörtle deðiþmiþtik...
Negative,Kader doðduðumda sýkmýþ zaten bir ayaðýma Düzene eþlik etmedim sokayým kurallarýna 
Negative,söylesene þunlarý be
Positive,Bayýlýyorum þu yabancý sefalet köpek görsellerine 
Positive,survivor hakan kaleci oldu nerdeyse tüm þutlarý yedi kaleci hatasý gönüllüleri kaybettirdi
Negative,Tmm onlar da ölsün senin de gönlün olsun 
Positive,bu hafta yine hiçbiri kazansýn istemiyorum hepsi leþ dün ozan amcayi takdir etmistim ama o da ukala çýktý
Negative,Aq yine 7'ye düþtük ya rodrigues senin o ayaðýna sokayým aq  sinirlendim yine amk
Positive,Kalbim satýlýk deðil kiralýk Hepinizinki gibi 
Negative,neyi savunuyor bu ammýna koduðumun hýrsýzý
Positive,Belki üstümüzden bir kuþ geçer
Positive,Þop demeyelim de raf yamuk diyelim
Positive,ülkemizin kitap okuma oraný artmýþ bu aralar öðrencilerin vizeleri var o yüzdendir heyecana gerek yok
Positive,istanbul büyükþehir belediye meclisinde konsolide 426 milyar tl büyükþehir bütçesini görüþerek kabul ettik
Negative,Senim salak olduðunu biliyordum da bu ne harbiden 
Negative,ulan ne güzel karýn var aq gerzek herif
Positive,dünya gözü ile bakan yüzü gönül gözü ile bakan çikolata görür
Positive,"hayatýmda gördüðüm en güzel haberlerdne birisi... en azýndan artýk instagramda cemre solmaz,azra gül,yaren,enes baturu vs.  Görmeyeceðim"
Positive,Siz Benim kime küstüðümü nerden bileceksiniz 
Positive,Ýlla birinimi secmek gerekiyo bilemedim þimdi 
Negative,Karýmý önce yalayacak sonrada en az 4 posta atacak kiþi varsa beðenerek takip etsin. Ýlgili kiþilere dm açýyoruz.
Negative,iffet gereklerine aldýrmayan kadýn iffetsiz oynak kadýn aþifte
Positive,bu nasýl hayat amk
Negative,Pisliðinde boðul kuduruk seni 
Negative,Soðuk Savaþ feat Fuat Ergin Ezhel amp Þehinþah Anýl Piyancý Domal ibrahim hadi bari Demokrasi iflas Dolara bin ali 
Positive,Almayarak deðil de alamayarak direniþteyiz diyelim
Positive,"Kötü hissedince sadece evimde olmak ve yanlýz kalmak istiyorum, bu bana aþýrý iyi geliyor."
Positive,gecenin de hayýrlýsý cemaat
Positive,Portakal suyu sýkmak 
Positive,insanlýk istese neler baþarýr mirim felsefesiyle olmazlarý oldurtan 10 film
Negative, Düzgün þeyler paylaþýn okunur olsun aptal aptal þeyler yazmayýn be 
Positive,"Allah'ým dua bekleyen hasta kullarýna þifa ver!"""" diyebilir miyiz?"""
Positive,Bak kardeþim ben onlara mükemmeller demedim Ama sen müslümansan ben Müslümaným diyen birinin imanýndan þüphe edemezsin Bak kardeþim hadis burda Diyor ki senin kâfir dediðin kafirse sýkýntý yok yok eðer müslümansa sen kâfir olursun Ben müslümaným diyorsa iþ bitmiþtir 
Positive,Yüz Yüze Evli Bi Kadýna Kim Cesaret Edipte Rahatsýz Edebilir ki Onun Yanýndaki Adamsa Buna Müsade Etmez Adam Var Adamcýk Var Avm de Sýrf Omuz Vurup Bide Özür Dilemeyen Zibidiyi Kafa Kafaya Tokuþturmuþtum Otopark da 
Positive,"Exatlon'u çok baþarýlý buldum, özellikle Netflix'te olmasý süper olmuþ"
Negative,"Karaktersiz, haysiyetsiz, namussuz, soysuz ve satýlmýþlar; yine çamur at izi kalsýn hesabýndan vazgeçmiyorlar. Bu da size kapak olsun. RTÜK'ünüzün ahlaki deðeri olan dizilerin senaryolarýný ulaþamadýðýnýz insanlara yazmayýn."
Positive,"Tarih yazmak, tarih yapmak kadar mühimdir. Yazan yapana sadýk kalmazsa deðiþmeyen hakikat insanlýðý þaþýrtacak bir mahiyet alýr"
Negative,Adaletsiz adalet bakanlýðý defol
Positive,"Su donsa bile bir þey olmaz. Yapraklar ölüyor, baharda yeniden çýkýyor. Ben suyu ýsýtýp çiçeklenme süresini uzatacaðým"""
Positive,yalnýz kurt yenilmemeli 
Negative,bulunduðu þehirde babalý ogullu adý türlü rezalete bulaþmýþ itdönmüþ herþey iyi olacak diyor la yavþak sizinle iyi olacaksa yansýn o þehir
Positive,"Konya'nýn Çumra ilçesinde silah zoruyla gar tuvaletinde tecavüze uðradýðý Sadýk Akman'ý öldüren Saliha Ö.'ye 12,5 yýl hapis cezasý verildi. Saliha Ö.'nün mahkemede anlattýklarý kan dondurdu!"
Negative,O þerefsiz de onu serbest býrakan þerefsizler de can çekiþerek geberir inþAllah 
Positive, Onedio testi çözüyorsundur ve karþýna BeLa çýkar lale_onuk 
Negative,Siktir ol git bu takýmdan aptal orspu cocugu
Positive,En güzel detay 
Negative,Göt veren olduðunu söyleyerek iþ arama fikri de sadece böylelerine has olsa gerek Özelini yatak odaný kendini kime siktirdiðini soran olmadý Neden bunu baðýrarak söyleme gereði duydun ki 
Negative,"ALLAH belaný versin, Psikopat, Ruh hastasý"
Positive,Oyle zoruna mi gitti
Negative,ezik yavþaklar sevgili müsteþarým 
Negative,Küçük götlü liseli Kýzlar yazýn sohbet edelim seri cevap Sexting sanal seks ifþa itiraf ensest porno anal oral 
Positive,Ne türküm ne kürdüm ne de baþka bir milletin vatandaþý ben bir dünya vatandaþýyým Ýnsanlarý sadece iyi insan ve kötü insan diye ayýrýrým 
Positive,tatsýzlýk pislik olsun diyedaha baþka var mý yavuzcum bahar týrnaklarý çýkarýnca kedi modunu açarsýn öyle
Positive,Twitlerimi ben yazýyorum ama sýkýþýp kývýrmak zorunda kalýrsam eðer;
Positive,git gide daha çok baðlanýyorum sana
Negative,yalaka insanlar öðlkk
Positive,"aldýðým en büyük ders hiçbir koþulda ve hiçbir sebeple taviz vermemem gerektiði. zor zamanmýþ, iyi deðilmiþ"
Positive,küçükken bir film izlemiþtim orada esmer bir kadýn vardý ben ona hep çikolata kadýn derdim eýsjejsksjdskxjsk
Positive, Yoldaþlarýma Sizden ricam bunu imzalayýn ve yayýn lütfen çünkü istanbul sozlesmesi yasatir 
Positive, tek bacaðý olmayan kedi köpek görürseniz o taraftaki kulaðýný baþýný iyice okþayýp kaþýyýn yapamadýklarý için çok mutlu 
Positive,ben öðretmenlikten vuruldum diyor sonra da ben öðretmenim diye cümleye baþlayýp acýtasyon yapýyor
Positive, Hikmet Karaman a pas atan Necip iki metre önündeki adama pas atamayan Diaby vallahi saðlam sýnanýyoruz 
Positive,Bu ikisi yarýþsa oyunu baþkasý kazanýr  
Negative,unutmadik seni bölücü yavþak
Positive,Senin ondan vücudun ful kas
Positive, Þu görsel Kalbimi çok kýrdý Her þeyini varýný yokunu ortaya koyduðunu biliyoruz Lütfen üzme kendini bu hikayenin sonu 
Positive,Dünki olayyy
Negative,haadi bi siktir
Negative,Ýbreti alem için sikeceksin bunlarý orospu çocuklarý ya
Positive,Fernando Reges çok sýk sakatlanmaya baþlamýþtý Bu yüzden de verimi düþtü ve gözden çýkarýldý 
Positive, þöle bi kehanetim var bugün millete mal sattýrýp toplayacaklar bayramdan sonrada gaplý açýp kimseye mal aldýrmayac 
Positive, öncesi öðretmenler da Zorunlu Hizmet Muafiyeti geldikten sonra zorunlu hizmette çalýþtýklarý halde
Negative,Azdim diyen hatun varsa Dm atýn Reel sanal Telde seks Cinsellik Porno Sert Sikici Mastürbasyon iliþki Istanbul Sikiþ sanalsex Am yalama Fahiþe Fuckbody Iliþki Anal oral Seks Grup Boþalma Gizli orospu Sikiþme Evli Sanalsex Sakso Azgýn Cinsel Sexting Sanal 
Negative,Demek kýzlara komik görünmek için arkadaþýný aþaðýladýn salak mýsýn sen 
Negative,biz sana gelip belani sikeriz diyo muyuz aq hayirdir sana noluyo ne batti kardesim
Positive,iyi bakýn bu fotoðrafa hayallerine emeklerine geleceklerine bi ses çýkaran beyaz önlüklüler bunlar
Positive,"bu kadýný bi ses yarýþmasýna katýldý diye baþýndan vuruyor biri, %92 engelli duruma getiriyor. 5 sene yatýp çýkýyor adam. bundan 1 sene önce de ablasýný öldürüyor baþka biri. MUZ cumhuriyeti"
Positive,Melih Cevdet Anday Seni Düþünüyorum garip þiir 
Negative,seni babana müjdeleyen ebeni dahi s2m aq bunaðý
Positive,kardeþime her gün kingtanýn fotoðraflarýný gösteriyorum çocuk büyüyünce anti olacak siz siz olun böyle yapmayýn kamu s
Positive,güzeller güzeli mütevazi meleðimiz bir hayranýyla
Negative,Senin cidden zoruna gitmiþ Sakin ol Dediðin o yerler öyle kalacak ama Ayasofya dan ezan sesi yankýlanacak sakinnnnn 
Positive,Ýlber Hoca' nýn da dedigi gibi çocuklarimýz þeker takibi  icin 2 saatte 1 parmaklarýný deldirmek istemiyorum. Gece huzurlu uykularindan sýçramayla uyanmak da. Büyüyüp geliþmeleri icin hatta hayatta kalmak icin ise önemli ölçüm yapmak.
Positive,Aðlamamak için tek bir nedenim daha kalmadý tam zamanýnda 
Positive,"Ayakkabýlar eskir be. Her þey eskir, bak sen hâlâ sevdiðimsin, sen eskime."
Positive,Staja gidiyorum' diyerek evden ayrýlan Yeliz Güner'den 5 yýldýr haber alýnamýyor
Negative,Sen sevme haysiyetsiz.
Positive,Bi aferin de size :))
Positive,Hadi arkadaþlar listede birinci olmamýza az kaldý bunu gören herkes barýþýn haklý cýktýgý olaylarý tagý kullanarak ment atsýn taga giren ler neden acýldýgýný anlasýn
Negative,þerefsiz köpek karý her kimse
Negative,SARKÝ SOLUYO APTAL NO I DONT ZAAFIM OLDU VE DÝGER ZAAFIM SOYLUYO 
Positive, Nolur bana ýsrar etmeyin bir þeyi istemiyorsam ýsrar edince daha çok istemem 
Positive,"Ýstiyorum ki herkes; doðruluðun, iyiliðin, kardeþliðin, barýþýn efendisi olsun."
Positive,Buraya kadar gelmiþken takip etmeyi de unutmaaa 
Positive,amerikan eksenine girdik çünkü sovyetler boðazý istiyordu. Biraz araþtýrýn savaþ sonrasý stalinin türkiyeye tutumunu. zevkten girmedik o dönemde amerikan eksenine.
Negative,Amina kodumun orospusu gel yarragmi al aðzýna sonra domal gotunu sikicem 
Positive,3Kaç taksite bölündüyse o kadar sürede geri ödeme yapýyorlar. Of çok gýcýk bir durum.
Positive, KÝMSE konuþmasýn sadece yazýn Allah rahmet eylesin mekaný cennet olsun Ailesine sabýr versin basýmýz saðolsun
Negative,çoluðun çocuðun ezilsin senin
Positive,Header bulamýyorum HELP
Positive,Türk Kara Kuvvetleri Komutanlýðýnýn 2229uncu kuruluþ yýl dönümü kutlu olsun
Negative,Burda sonda adamlarýn yaptýgý gibi olmasý lazým çünkü burda cahil kadýn özne deðil nesne durumunda. Fazla kpss bu hale getirdi beni. O deðil de çok fena çakmýþ lafý
Positive, Sn Karalar haciz olaylarýna yabancý birisi deðil o sebeple de hemen bunu þova çevirecek manevralarý yapmayý çok iyi biliyor
Negative,ee amina koydugum 
Positive,cuma günlerimin vazgeçemediðim mutluluðusun olmazsa olmazsýn
Negative,Aaaa valla þizofren ay jsjsjssj sinirim bozuldu 
Positive,Bu kadar güzel anlatýlýr
Positive, Bir zulme engel olamýyorsanýz onu herkese duyurun demiþ Hz Ali
Positive,moral bozukluðuna iyi gelecek bir þarký istiyorum sizden
Positive,Gönül iþi güç hafýz çok güç.
Negative,bu ergen kýzlar harbiden salak aq
Positive,"Rüzgar vuruyor yüzüne, hafif."
Positive,Piþmaným der salýverirler.
Positive,Üstümden bela eksik olmuyo sonumuz hayýr olsun 
Negative,bu gerizeka bir bok bilmiyor takým taraftarýn gazýna oynuyor acilen kovun yoksa herþey için geç olabilir
Positive,yolun sagindan yuruyelim konulu sanat eserim
Negative, EKREM AYASOFYA ÖZGÜRLÜÐÜNE KAVUÞTU YUNAN DOSTLARINA ARTIK BÝR ÞEKÝL DURUMU ANLAT 
Positive,ya rabbim þu mübarek günde  ordumuzu polisimizi ve sana ihtiyacý olan biz kullarýný muvaffak eyle
Negative,korkudan nasýlda silmiþ tweeti ibne
Positive, Normalde türk deðil insan demeliyiz ÝNSAN Ama bugün ben de kürdüm ve seninleyim diyorum Irkçýlýðýn caný cehenneme 
Positive,Artýk þu hikayeye yanýt verme þeysi bitse gitse de biz de bi kurtulsaak
Negative,"leþ gibi þarký kliplerinde üstsüz dans edecek yine amk, evin kirasýný ödeyemiyor herhalde"
Negative,beyin yokki onu yapsýn pis cüce
Negative,e senin ben gotunu sikim o zaman
Negative,yazýklar olsun olsun senin gibi insana
Negative,Bazen böyle gevþek insanlarýn kafasýný duvardan duvara vurup vurup can çekiþerek ölmesini izlemek istersin 
Negative,annen baban için çalýþmayýp baþkalarý için çalýþýyorsan sana da yazýklar olsun aptal
Positive,"bolusporun kendi kaptaný rýdvan vardý,o zaman bizim rýdvan bebeydi"
Negative,Ulan yavþak sen kabýna pisleyen köpek gibi nankörlük yaparsan ülkenin iradesine küfürler edersen elbette sonuçlarý olur Yaþadýðýn ülkeye güvenip havlama hesabýný sorar elbet bu devlet 
Negative,Býrak kýrk orospuyu dünyadaki tüm orospular bir araya gelse senin gibi bir vefasýz orospu çocuðu dünyaya getiremez ambiti
Positive,Aþýk Mahuni Þerif Kýbrýs Barýþ Harekatý'ný desteklediði için Doðu Perinçek tarafýndan tehdit edilmiþtir. Doðu Perinçek Kýbrýs Barýþ Harekatý'nýn iþgal olduðunu nitelendirmektedir. Mahzuni Þerif de ''Bana Dönek Demiþ Ýtin Birisi'' adlý türküsünü buna ithafen yazmýþtýr.
Positive,firmalara örnek oldun i ki kuruþ uðruna ahlaksýzlýðý desteklemediðin için tebrikler
Positive,saç gözükmeyecek neden çünkü kýl kaþ kirpik ne kýl deðil mi 
Positive, Yazýk günah gencecik kýz nelerden feragat ediyor kimbilir Zaten maddi manevi yeterince yýpratýcý bi sorumluluk altýndayýz 
Negative,Bu toplumu geriyosunuz þerefsizler bataklar.
Positive,Davet gelirse mi ulan götümle güldüm ya 
Positive,Ýntikam alacaðým hic bir durum olmamasýna raðmen giderli þarkýlar beni aþýrý havaya sokuyor içimde minik bi þizofren yatýyor olabilir 
Negative,Bak yine bak yine Ulan gelmiþsin kaç yaþýna ne kompleksli ne ezik bi herifsin sen böyle Derdin ne ulan senin Düþün lan adamýn yakasýndan Barýþ kitlesini evlerinde zor tutuyor valla yakacaklar seni it herif 
Negative,Amcik göt meme am göt liseli liseli sikis olgun porn türbanlý sikiþ liseli kýzlar brazzers liseliifþa ensest sikiþ türkporn
Negative,Doktora bak günlük kotasý 5 hastaymýþ ulan 9.30da gelmiþim ne ara 5 hasta aldýn da kotan doldu aq
Positive,anlýk eczanede son ses bu þarkýyý açtým. Hayýrlý salýlar
Negative,kafaný keseceðim senin
Negative,aptal sen anca kemalitleri kandýrýrsýn
Positive,Verdiðim kitabý okumadan kargolamak çok kalitel hareket
Positive,yürek neredeyse dua oraya dokunsun diye
Negative,wuhan dan hastalýðýn ilk dönemlerinde gelen görüntüler vardý insanlar sokak ortasýnda kan kusarak can çekiþerek ölüyorlardý acayip týrsýtmýþtý þimdi biliyoruz ki ölüme sebep olan zatürree yani o videolar feykmiþ allan cezasý cinliler 
